Date/Time,Year,Month,Day,Data Quality,Max Temp,Max Temp Flag,Min Temp,Min Temp Flag,Mean Temp,Mean Temp Flag,Heat Deg Days,Heat Deg Days Flag,Cool Deg Days,Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2005-03-11,2005,3,11,,,,,,,,,,,,,,,,,,,,,,,
2005-03-12,2005,3,12,,,,,,,,,,,,,,,,,,,,,,,
2005-03-13,2005,3,13,,,,,,,,,,,,,,,,,,,,,,,
2005-03-14,2005,3,14,,,,,,,,,,,,,,,,,,,,,,,
2005-03-15,2005,3,15,,,,,,,,,,,,,,,,,,,,,,,
2005-03-16,2005,3,16,,,,,,,,,,,,,,,,,,,,,,,
2005-03-17,2005,3,17,,,,,,,,,,,,,,,,,,,,,,,
2005-03-18,2005,3,18,,,,,,,,,,,,,,,,,,,,,,,
2005-03-19,2005,3,19,,,,,,,,,,,,,,,,,,,,,,,
2005-03-20,2005,3,20,,,,,,,,,,,,,,,,,,,,,,,
2005-03-21,2005,3,21,,,,,,,,,,,,,,,,,,,,,,,
2005-03-22,2005,3,22,,,,,,,,,,,,,,,,,,,,,,,
2005-03-23,2005,3,23,,,,,,,,,,,,,,,,,,,,,,,
2005-03-24,2005,3,24,,,,,,,,,,,,,,,,,,,,,,,
2005-03-25,2005,3,25,,,,,,,,,,,,,,,,,,,,,,,
2005-03-26,2005,3,26,,,,,,,,,,,,,,,,,,,,,,,
2005-03-27,2005,3,27,,,,,,,,,,,,,,,,,,,,,,,
2005-03-28,2005,3,28,,,,,,,,,,,,,,,,,,,,,,,
2005-03-29,2005,3,29,,,,,,,,,,,,,,,,,,,,,,,
2005-03-30,2005,3,30,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,2005,3,31,,,,,,,,,,,,,,,,,,,,,,,
2005-04-01,2005,4,1,,,,,,,,,,,,,,,,,,,,,,,
2005-04-02,2005,4,2,,,,,,,,,,,,,,,,,,,,,,,
2005-04-03,2005,4,3,,,,,,,,,,,,,,,,,,,,,,,
2005-04-04,2005,4,4,,,,,,,,,,,,,,,,,,,,,,,
2005-04-05,2005,4,5,,,,,,,,,,,,,,,,,,,,,,,
2005-04-06,2005,4,6,,,,,,,,,,,,,,,,,,,,,,,
2005-04-07,2005,4,7,,,,,,,,,,,,,,,,,,,,,,,
2005-04-08,2005,4,8,,,,,,,,,,,,,,,,,,,,,,,
2005-04-09,2005,4,9,,,,,,,,,,,,,,,,,,,,,,,
2005-04-10,2005,4,10,,,,,,,,,,,,,,,,,,,,,,,
2005-04-11,2005,4,11,,,,,,,,,,,,,,,,,,,,,,,
2005-04-12,2005,4,12,,,,,,,,,,,,,,,,,,,,,,,
2005-04-13,2005,4,13,,,,,,,,,,,,,,,,,,,,,,,
2005-04-14,2005,4,14,,,,,,,,,,,,,,,,,,,,,,,
2005-04-15,2005,4,15,,,,,,,,,,,,,,,,,,,,,,,
2005-04-16,2005,4,16,,,,,,,,,,,,,,,,,,,,,,,
2005-04-17,2005,4,17,,,,,,,,,,,,,,,,,,,,,,,
2005-04-18,2005,4,18,,,,,,,,,,,,,,,,,,,,,,,
2005-04-19,2005,4,19,,,,,,,,,,,,,,,,,,,,,,,
2005-04-20,2005,4,20,,,,,,,,,,,,,,,,,,,,,,,
2005-04-21,2005,4,21,,,,,,,,,,,,,,,,,,,,,,,
2005-04-22,2005,4,22,,,,,,,,,,,,,,,,,,,,,,,
2005-04-23,2005,4,23,,,,,,,,,,,,,,,,,,,,,,,
2005-04-24,2005,4,24,,,,,,,,,,,,,,,,,,,,,,,
2005-04-25,2005,4,25,,,,,,,,,,,,,,,,,,,,,,,
2005-04-26,2005,4,26,,,,,,,,,,,,,,,,,,,,,,,
2005-04-27,2005,4,27,,,,,,,,,,,,,,,,,,,,,,,
2005-04-28,2005,4,28,,,,,,,,,,,,,,,,,,,,,,,
2005-04-29,2005,4,29,,,,,,,,,,,,,,,,,,,,,,,
2005-04-30,2005,4,30,,,,,,,,,,,,,,,,,,,,,,,
2005-05-01,2005,5,1,,,,,,,,,,,,,,,,,,,,,,,
2005-05-02,2005,5,2,,,,,,,,,,,,,,,,,,,,,,,
2005-05-03,2005,5,3,,,,,,,,,,,,,,,,,,,,,,,
2005-05-04,2005,5,4,,,,,,,,,,,,,,,,,,,,,,,
2005-05-05,2005,5,5,,,,,,,,,,,,,,,,,,,,,,,
2005-05-06,2005,5,6,,,,,,,,,,,,,,,,,,,,,,,
2005-05-07,2005,5,7,,,,,,,,,,,,,,,,,,,,,,,
2005-05-08,2005,5,8,,,,,,,,,,,,,,,,,,,,,,,
2005-05-09,2005,5,9,,,,,,,,,,,,,,,,,,,,,,,
2005-05-10,2005,5,10,,,,,,,,,,,,,,,,,,,,,,,
2005-05-11,2005,5,11,,,,,,,,,,,,,,,,,,,,,,,
2005-05-12,2005,5,12,,,,,,,,,,,,,,,,,,,,,,,
2005-05-13,2005,5,13,,,,,,,,,,,,,,,,,,,,,,,
2005-05-14,2005,5,14,,,,,,,,,,,,,,,,,,,,,,,
2005-05-15,2005,5,15,,,,,,,,,,,,,,,,,,,,,,,
2005-05-16,2005,5,16,,,,,,,,,,,,,,,,,,,,,,,
2005-05-17,2005,5,17,,,,,,,,,,,,,,,,,,,,,,,
2005-05-18,2005,5,18,,,,,,,,,,,,,,,,,,,,,,,
2005-05-19,2005,5,19,,,,,,,,,,,,,,,,,,,,,,,
2005-05-20,2005,5,20,,,,,,,,,,,,,,,,,,,,,,,
2005-05-21,2005,5,21,,,,,,,,,,,,,,,,,,,,,,,
2005-05-22,2005,5,22,,,,,,,,,,,,,,,,,,,,,,,
2005-05-23,2005,5,23,,,,,,,,,,,,,,,,,,,,,,,
2005-05-24,2005,5,24,,,,,,,,,,,,,,,,,,,,,,,
2005-05-25,2005,5,25,,,,,,,,,,,,,,,,,,,,,,,
2005-05-26,2005,5,26,,,,,,,,,,,,,,,,,,,,,,,
2005-05-27,2005,5,27,,,,,,,,,,,,,,,,,,,,,,,
2005-05-28,2005,5,28,,,,,,,,,,,,,,,,,,,,,,,
2005-05-29,2005,5,29,,,,,,,,,,,,,,,,,,,,,,,
2005-05-30,2005,5,30,,,,,,,,,,,,,,,,,,,,,,,
2005-05-31,2005,5,31,,,,,,,,,,,,,,,,,,,,,,,
2005-06-01,2005,6,1,,,,,,,,,,,,,,,,,,,,,,,
2005-06-02,2005,6,2,,,,,,,,,,,,,,,,,,,,,,,
2005-06-03,2005,6,3,,,,,,,,,,,,,,,,,,,,,,,
2005-06-04,2005,6,4,,,,,,,,,,,,,,,,,,,,,,,
2005-06-05,2005,6,5,,,,,,,,,,,,,,,,,,,,,,,
2005-06-06,2005,6,6,,,,,,,,,,,,,,,,,,,,,,,
2005-06-07,2005,6,7,,,,,,,,,,,,,,,,,,,,,,,
2005-06-08,2005,6,8,,,,,,,,,,,,,,,,,,,,,,,
2005-06-09,2005,6,9,,,,,,,,,,,,,,,,,,,,,,,
2005-06-10,2005,6,10,,,,,,,,,,,,,,,,,,,,,,,
2005-06-11,2005,6,11,,,,,,,,,,,,,,,,,,,,,,,
2005-06-12,2005,6,12,,,,,,,,,,,,,,,,,,,,,,,
2005-06-13,2005,6,13,,13,,6.7,,9.9,,8.1,,0,,,M,,M,4.2,,,,,,<31,
2005-06-14,2005,6,14,,17.1,,2.7,,9.9,,8.1,,0,,,M,,M,0,,,,24,,39,
2005-06-15,2005,6,15,,18.6,,6.5,,12.6,,5.4,,0,,,M,,M,0.2,,,,,,<31,
2005-06-16,2005,6,16,,18,,7.6,,12.8,,5.2,,0,,,M,,M,0,,,,,,<31,
2005-06-17,2005,6,17,,15.9,,9.8,,12.9,,5.1,,0,,,M,,M,15.2,,,,,,<31,
2005-06-18,2005,6,18,,13.1,,9.5,,11.3,,6.7,,0,,,M,,M,7.2,,,,,,<31,
2005-06-19,2005,6,19,,17.1,,9.6,,13.4,,4.6,,0,,,M,,M,4.4,,,,,,<31,
2005-06-20,2005,6,20,,25.9,,5.7,,15.8,,2.2,,0,,,M,,M,0,,,,,,<31,
2005-06-21,2005,6,21,,29.3,,8.7,,19,,0,,1,,,M,,M,4.6,,,,16,,32,
2005-06-22,2005,6,22,,17.6,,11.4,,14.5,,3.5,,0,,,M,,M,18.2,,,,16,,32,
2005-06-23,2005,6,23,,21.9,,5.7,,13.8,,4.2,,0,,,M,,M,0,,,,,,<31,
2005-06-24,2005,6,24,,18.1,,8.8,,13.5,,4.5,,0,,,M,,M,0.6,,,,,,<31,
2005-06-25,2005,6,25,,23.7,,7.3,,15.5,,2.5,,0,,,M,,M,0.8,,,,,,<31,
2005-06-26,2005,6,26,,19.4,,7.9,,13.7,,4.3,,0,,,M,,M,0,,,,,,<31,
2005-06-27,2005,6,27,,19.8,,11.4,,15.6,,2.4,,0,,,M,,M,6.6,,,,,,<31,
2005-06-28,2005,6,28,,21.6,,12.3,,17,,1,,0,,,M,,M,0.2,,,,16,,32,
2005-06-29,2005,6,29,,19.7,,13,,16.4,,1.6,,0,,,M,,M,0,,,,,,<31,
2005-06-30,2005,6,30,,21.5,,12.6,,17.1,,0.9,,0,,,M,,M,3,,,,27,,35,
2005-07-01,2005,7,1,,16.8,,11.2,,14,,4,,0,,,M,,M,0.8,,,,15,,32,
2005-07-02,2005,7,2,,19.4,,10.2,,14.8,,3.2,,0,,,M,,M,0.2,,,,,,<31,
2005-07-03,2005,7,3,,19.1,,6.9,,13,,5,,0,,,M,,M,0,,,,19,,32,
2005-07-04,2005,7,4,,17.7,,10.8,,14.3,,3.7,,0,,,M,,M,2.8,,,,,,<31,
2005-07-05,2005,7,5,,15.5,,12.1,,13.8,,4.2,,0,,,M,,M,20.4,,,,,,<31,
2005-07-06,2005,7,6,,16.7,,10.9,,13.8,,4.2,,0,,,M,,M,10.4,,,,16,,35,
2005-07-07,2005,7,7,,18.5,,10.1,,14.3,,3.7,,0,,,M,,M,0,,,,,,<31,
2005-07-08,2005,7,8,,16.5,,9.7,,13.1,,4.9,,0,,,M,,M,18,,,,,,<31,
2005-07-09,2005,7,9,,18.2,,8.6,,13.4,,4.6,,0,,,M,,M,1,,,,24,,37,
2005-07-10,2005,7,10,,21.2,,4.1,,12.7,,5.3,,0,,,M,,M,0.8,,,,,,<31,
2005-07-11,2005,7,11,,16.4,,10.7,,13.6,,4.4,,0,,,M,,M,3.6,,,,,,<31,
2005-07-12,2005,7,12,,19.8,,10.8,,15.3,,2.7,,0,,,M,,M,3.2,,,,,,<31,
2005-07-13,2005,7,13,,21.8,,11.7,,16.8,,1.2,,0,,,M,,M,0,,,,,,<31,
2005-07-14,2005,7,14,,24.9,,7.2,,16.1,,1.9,,0,,,M,,M,0,,,,,,<31,
2005-07-15,2005,7,15,,16.8,,12.1,,14.5,,3.5,,0,,,M,,M,3.8,,,,,,<31,
2005-07-16,2005,7,16,,23.4,,11.3,,17.4,,0.6,,0,,,M,,M,2.8,,,,,,<31,
2005-07-17,2005,7,17,,29.1,,8.4,,18.8,,0,,0.8,,,M,,M,0,,,,,,<31,
2005-07-18,2005,7,18,,27.1,,10.1,,18.6,,0,,0.6,,,M,,M,0,,,,15,,33,
2005-07-19,2005,7,19,,23.8,,8.7,,16.3,,1.7,,0,,,M,,M,0,,,,26,,35,
2005-07-20,2005,7,20,,23.9,,7.9,,15.9,,2.1,,0,,,M,,M,0,,,,,,<31,
2005-07-21,2005,7,21,,30.8,,7.5,,19.2,,0,,1.2,,,M,,M,0,,,,,,<31,
2005-07-22,2005,7,22,,24,,8.4,,16.2,,1.8,,0,,,M,,M,0,,,,17,,32,
2005-07-23,2005,7,23,,21.4,,12.7,,17.1,,0.9,,0,,,M,,M,0,,,,,,<31,
2005-07-24,2005,7,24,,25.5,,6.5,,16,,2,,0,,,M,,M,0,,,,,,<31,
2005-07-25,2005,7,25,,27.4,,7.3,,17.4,,0.6,,0,,,M,,M,0,,,,,,<31,
2005-07-26,2005,7,26,,28.6,,8.2,,18.4,,0,,0.4,,,M,,M,0,,,,,,<31,
2005-07-27,2005,7,27,,31,,8.9,,20,,0,,2,,,M,,M,0,,,,,,<31,
2005-07-28,2005,7,28,,27.4,,10.4,,18.9,,0,,0.9,,,M,,M,0,,,,23,,32,
2005-07-29,2005,7,29,,25.2,,10.2,,17.7,,0.3,,0,,,M,,M,0,,,,17,,32,
2005-07-30,2005,7,30,,24.5,,12.9,,18.7,,0,,0.7,,,M,,M,0,,,,22,,33,
2005-07-31,2005,7,31,,24.3,,16.6,,20.5,,0,,2.5,,,M,,M,0,,,,,,<31,
2005-08-01,2005,8,1,,22.8,,11.3,,17.1,,0.9,,0,,,M,,M,0,,,,16,,32,
2005-08-02,2005,8,2,,25.1,,5.1,,15.1,,2.9,,0,,,M,,M,0,,,,,,<31,
2005-08-03,2005,8,3,,29.5,,6,,17.8,,0.2,,0,,,M,,M,0,,,,,,<31,
2005-08-04,2005,8,4,,30.9,,8.1,,19.5,,0,,1.5,,,M,,M,0,,,,,,<31,
2005-08-05,2005,8,5,,30.3,,8.3,,19.3,,0,,1.3,,,M,,M,0,,,,,,<31,
2005-08-06,2005,8,6,,28.6,,9.6,,19.1,,0,,1.1,,,M,,M,0,,,,17,,33,
2005-08-07,2005,8,7,,28.4,,9.9,,19.2,,0,,1.2,,,M,,M,0,,,,,,<31,
2005-08-08,2005,8,8,,30.6,,9.8,,20.2,,0,,2.2,,,M,,M,0,,,,,,<31,
2005-08-09,2005,8,9,,30.1,,11.3,,20.7,,0,,2.7,,,M,,M,0,,,,,,<31,
2005-08-10,2005,8,10,,27.2,,13.2,,20.2,,0,,2.2,,,M,,M,0,,,,,,<31,
2005-08-11,2005,8,11,,29.3,,9.8,,19.6,,0,,1.6,,,M,,M,0,,,,,,<31,
2005-08-12,2005,8,12,,30.7,,9.2,,20,,0,,2,,,M,,M,0,,,,,,<31,
2005-08-13,2005,8,13,,31.2,,9,,20.1,,0,,2.1,,,M,,M,0,,,,,,<31,
2005-08-14,2005,8,14,,31.5,,9.1,,20.3,,0,,2.3,,,M,,M,0,,,,,,<31,
2005-08-15,2005,8,15,,30.4,,12.4,,21.4,,0,,3.4,,,M,,M,0,,,,,,<31,
2005-08-16,2005,8,16,,21,,12.5,,16.8,,1.2,,0,,,M,,M,7.6,,,,17,,32,
2005-08-17,2005,8,17,,24.1,,12.9,,18.5,,0,,0.5,,,M,,M,4.8,,,,,,<31,
2005-08-18,2005,8,18,,26.2,,6.9,,16.6,,1.4,,0,,,M,,M,0,,,,,,<31,
2005-08-19,2005,8,19,,26.8,,7.4,,17.1,,0.9,,0,,,M,,M,0,,,,,,<31,
2005-08-20,2005,8,20,,24.3,,12.4,,18.4,,0,,0.4,,,M,,M,0,,,,,,<31,
2005-08-21,2005,8,21,,24.4,,9.8,,17.1,,0.9,,0,,,M,,M,0,,,,,,<31,
2005-08-22,2005,8,22,,23,,7.5,,15.3,,2.7,,0,,,M,,M,0,,,,,,<31,
2005-08-23,2005,8,23,,22.4,,7.7,,15.1,,2.9,,0,,,M,,M,1.2,,,,,,<31,
2005-08-24,2005,8,24,,26.4,,4.1,,15.3,,2.7,,0,,,M,,M,0,,,,,,<31,
2005-08-25,2005,8,25,,28.7,,5,,16.9,,1.1,,0,,,M,,M,0,,,,,,<31,
2005-08-26,2005,8,26,,26.7,,5.8,,16.3,,1.7,,0,,,M,,M,0,,,,20,,35,
2005-08-27,2005,8,27,,21.3,,5.6,,13.5,,4.5,,0,,,M,,M,0,,,,,,<31,
2005-08-28,2005,8,28,,18.9,,10.2,,14.6,,3.4,,0,,,M,,M,7,,,,15,,37,
2005-08-29,2005,8,29,,17.2,,8,,12.6,,5.4,,0,,,M,,M,2.2,,,,,,<31,
2005-08-30,2005,8,30,,14.9,,11.3,,13.1,,4.9,,0,,,M,,M,0.4,,,,16,,33,
2005-08-31,2005,8,31,,20.2,,10.5,,15.4,,2.6,,0,,,M,,M,0.4,,,,15,,32,
2005-09-01,2005,9,1,,21.5,,10.8,,16.2,,1.8,,0,,,M,,M,0,,,,,,<31,
2005-09-02,2005,9,2,,20,,11.5,,15.8,,2.2,,0,,,M,,M,1,,,,15,,32,
2005-09-03,2005,9,3,,11.9,,8.6,,10.3,,7.7,,0,,,M,,M,14,,,,,,<31,
2005-09-04,2005,9,4,,13.3,,6.3,,9.8,,8.2,,0,,,M,,M,13.2,,,,,,<31,
2005-09-05,2005,9,5,,19.5,,6.4,,13,,5,,0,,,M,,M,0,,,,,,<31,
2005-09-06,2005,9,6,,22.7,,2.8,,12.8,,5.2,,0,,,M,,M,0,,,,,,<31,
2005-09-07,2005,9,7,,22.9,,6.1,,14.5,,3.5,,0,,,M,,M,0,,,,,,<31,
2005-09-08,2005,9,8,,22.3,,6.6,,14.5,,3.5,,0,,,M,,M,0,,,,,,<31,
2005-09-09,2005,9,9,,14.7,,7,,10.9,,7.1,,0,,,M,,M,0,,,,,,<31,
2005-09-10,2005,9,10,,16.1,,6.9,,11.5,,6.5,,0,,,M,,M,0,,,,2,,32,
2005-09-11,2005,9,11,,20.1,,4.4,,12.3,,5.7,,0,,,M,,M,0,,,,,,<31,
2005-09-12,2005,9,12,,19.7,,7.9,,13.8,,4.2,,0,,,M,,M,0,,,,,,<31,
2005-09-13,2005,9,13,,19.3,,9.4,,14.4,,3.6,,0,,,M,,M,0,,,,,,<31,
2005-09-14,2005,9,14,,17.2,,9.5,,13.4,,4.6,,0,,,M,,M,0.2,,,,,,<31,
2005-09-15,2005,9,15,,14.8,,9.9,,12.4,,5.6,,0,,,M,,M,0.8,,,,15,,32,
2005-09-16,2005,9,16,,16.1,,7.7,,11.9,,6.1,,0,,,M,,M,2,,,,,,<31,
2005-09-17,2005,9,17,,15.5,,8.1,,11.8,,6.2,,0,,,M,,M,0,,,,,,<31,
2005-09-18,2005,9,18,,17.3,,6.7,,12,,6,,0,,,M,,M,0,,,,18,,32,
2005-09-19,2005,9,19,,13.8,,6.4,,10.1,,7.9,,0,,,M,,M,3.6,,,,17,,41,
2005-09-20,2005,9,20,,16.4,,4.2,,10.3,,7.7,,0,,,M,,M,0,,,,,,<31,
2005-09-21,2005,9,21,,17,,-0.2,,8.4,,9.6,,0,,,M,,M,0,,,,,,<31,
2005-09-22,2005,9,22,,16.9,,-0.3,,8.3,,9.7,,0,,,M,,M,0,,,,,,<31,
2005-09-23,2005,9,23,,17.9,,-1.4,,8.3,,9.7,,0,,,M,,M,0,,,,,,<31,
2005-09-24,2005,9,24,,20.9,,-0.8,,10.1,,7.9,,0,,,M,,M,0,,,,,,<31,
2005-09-25,2005,9,25,,17.3,,0.9,,9.1,,8.9,,0,,,M,,M,0,,,,14,,33,
2005-09-26,2005,9,26,,17.9,,2.3,,10.1,,7.9,,0,,,M,,M,0,,,,,,<31,
2005-09-27,2005,9,27,,19.5,,1.6,,10.6,,7.4,,0,,,M,,M,0,,,,,,<31,
2005-09-28,2005,9,28,,12.8,,1.3,,7.1,,10.9,,0,,,M,,M,17.2,,,,16,,41,
2005-09-29,2005,9,29,,12.3,,7.7,,10,,8,,0,,,M,,M,30.6,,,,22,,32,
2005-09-30,2005,9,30,,13.5,,6.1,,9.8,,8.2,,0,,,M,,M,1,,,,,,<31,
2005-10-01,2005,10,1,,12.3,,5.1,,8.7,,9.3,,0,,,M,,M,0.2,,,,,,<31,
2005-10-02,2005,10,2,,9.2,,2.5,,5.9,,12.1,,0,,,M,,M,3,,,,,,<31,
2005-10-03,2005,10,3,,12.7,,1.1,,6.9,,11.1,,0,,,M,,M,1.6,,,,,,<31,
2005-10-04,2005,10,4,,13.1,,-1.9,,5.6,,12.4,,0,,,M,,M,0,,,,,,<31,
2005-10-05,2005,10,5,,8.9,,4.7,,6.8,,11.2,,0,,,M,,M,1.8,,,,,,<31,
2005-10-06,2005,10,6,,8.8,E,6.5,E,7.7,E,10.3,E,0,E,,M,,M,12.4,E,,,,M,,M
2005-10-07,2005,10,7,,10.4,,4.2,,7.3,,10.7,,0,,,M,,M,4.4,,,,,,<31,
2005-10-08,2005,10,8,,10.2,,2.8,,6.5,,11.5,,0,,,M,,M,1,,,,,,<31,
2005-10-09,2005,10,9,,9.6,,2.9,,6.3,,11.7,,0,,,M,,M,2,,,,,,<31,
2005-10-10,2005,10,10,,9.8,,6.4,,8.1,,9.9,,0,,,M,,M,12.6,,,,,,<31,
2005-10-11,2005,10,11,,12.8,,3.2,,8,,10,,0,,,M,,M,1,,,,,,<31,
2005-10-12,2005,10,12,,7.6,,1.9,,4.8,,13.2,,0,,,M,,M,26.2,,,,,,<31,
2005-10-13,2005,10,13,,10.7,,1.9,,6.3,,11.7,,0,,,M,,M,2,,,,,,<31,
2005-10-14,2005,10,14,,5.5,,4.5,,5,,13,,0,,,M,,M,30.6,,,,,,<31,
2005-10-15,2005,10,15,,11.5,,4.9,,8.2,,9.8,,0,,,M,,M,22,,,,,,<31,
2005-10-16,2005,10,16,,9.1,,6,,7.6,,10.4,,0,,,M,,M,17,,,,16,,35,
2005-10-17,2005,10,17,,10.3,,6.2,,8.3,,9.7,,0,,,M,,M,17.2,,,,16,,35,
2005-10-18,2005,10,18,,11.6,,5.2,,8.4,,9.6,,0,,,M,,M,0,,,,,,<31,
2005-10-19,2005,10,19,,9.6,,6.1,,7.9,,10.1,,0,,,M,,M,10,,,,,,<31,
2005-10-20,2005,10,20,,10.1,,5.3,,7.7,,10.3,,0,,,M,,M,3,,,,,,<31,
2005-10-21,2005,10,21,,13.6,,5,,9.3,,8.7,,0,,,M,,M,0,,,,,,<31,
2005-10-22,2005,10,22,,15.5,,6.3,,10.9,,7.1,,0,,,M,,M,2.8,,,,,,<31,
2005-10-23,2005,10,23,,10.7,,5.9,,8.3,,9.7,,0,,,M,,M,9.4,,,,,,<31,
2005-10-24,2005,10,24,,12.1,,1.7,,6.9,,11.1,,0,,,M,,M,0,,,,,,<31,
2005-10-25,2005,10,25,,14.5,,1.2,,7.9,,10.1,,0,,,M,,M,6,,,,16,,35,
